n,the,1,325,325
disparate,impact,1,152,152
at,n,3,416,138.6666667
n,y,1,109,109
county,has,1,61,61
of,legal,1,59,59
form,of,1,58,58
the,basis,1,58,58
mass,incarceration,1,56,56
basis,of,1,53,53
file,officers,1,52,52
rank,and,3,155,51.66666667
due,process,2,96,48
the,war,2,95,47.5
police,union,2,89,44.5
data,and,2,83,41.5
war,on,3,118,39.33333333
racial,profiling,1,39,39
community,policing,2,75,37.5
consequences,of,1,34,34
the,administrative,1,33,33
affordable,housing,2,65,32.5
americans,and,1,32,32
and,file,5,155,31
aspects,of,1,31,31
the,role,1,31,31
and,policy,1,30,30
the,supreme,2,60,30
perceptions,of,1,29,29
effect,of,1,28,28
neighborhoods,of,1,28,28
to,implement,1,28,28
to,which,1,28,28
seattle,police,1,27,27
ways,that,1,27,27
and,transparency,1,26,26
in,police,2,52,26
of,policing,3,78,26
the,legitimacy,1,26,26
the,executive,1,25,25
disparities,in,1,24,24
police,unions,4,95,23.75
d,d,2,47,23.5
the,no,2,47,23.5
application,of,1,23,23
to,assess,1,23,23
for,officers,1,22,22
in,ways,1,22,22
is,more,1,22,22
the,social,2,44,22
argue,that,1,21,21
hot,spot,1,21,21
implementation,of,1,21,21
subjected,to,1,21,21
suggest,that,1,21,21
the,analysis,1,21,21
to,all,1,21,21
analysis,of,3,61,20.33333333
http,www,14,283,20.21428571
and,policymakers,1,20,20
and,private,1,20,20
policy,and,1,20,20
system,that,1,20,20
that,officers,1,20,20
the,latter,1,20,20
the,results,1,20,20
an,alternative,1,19,19
fair,housing,1,19,19
real,time,1,19,19
real,world,1,19,19
the,disparate,1,19,19
the,form,1,19,19
the,late,1,19,19
a,matter,1,18,18
aug,http,1,18,18
chicago,police,1,18,18
legitimacy,of,1,18,18
matter,of,1,18,18
of,course,2,36,18
in,terms,2,35,17.5
departments,and,1,17,17
discrimination,in,1,17,17
notes,and,1,17,17
possibility,that,1,17,17
which,the,2,34,17
of,racial,4,65,16.25
a,union,1,16,16
c,l,1,16,16
composition,of,1,16,16
for,public,1,16,16
new,data,1,16,16
of,mass,2,32,16
poverty,and,1,16,16
reason,to,1,16,16
the,constitutional,1,16,16
and,security,1,15,15
courts,have,1,15,15
future,of,1,15,15
in,turn,1,15,15
it,should,1,15,15
law,to,1,15,15
of,human,1,15,15
of,policy,1,15,15
of,privacy,1,15,15
personal,information,1,15,15
public,and,1,15,15
race,or,1,15,15
rights,and,1,15,15
the,development,1,15,15
the,poor,1,15,15
their,work,1,15,15
understanding,the,1,15,15
stop,and,5,71,14.2
the,use,8,113,14.125
and,class,1,14,14
assessment,of,1,14,14
black,and,2,28,14
late,s,1,14,14
management,and,2,28,14
measure,of,1,14,14
model,of,1,14,14
more,effective,1,14,14
nature,of,3,42,14
policing,and,5,70,14
system,is,1,14,14
they,might,1,14,14
this,kind,1,14,14
to,adopt,1,14,14
law,and,7,95,13.57142857
is,likely,2,27,13.5
or,even,2,27,13.5
the,private,2,27,13.5
york,city,4,54,13.5
the,rank,5,66,13.2
a,future,1,13,13
a,substantial,1,13,13
and,african,1,13,13
but,rather,1,13,13
city,police,2,26,13
data,the,1,13,13
duty,to,1,13,13
executive,orders,1,13,13
note,that,1,13,13
of,arrest,1,13,13
of,social,3,39,13
practices,and,1,13,13
suggested,that,1,13,13
impact,of,3,38,12.66666667
information,and,2,25,12.5
for,example,16,199,12.4375
more,likely,3,37,12.33333333
a,comprehensive,1,12,12
and,citizen,1,12,12
and,communities,1,12,12
challenge,to,1,12,12
consider,the,1,12,12
data,as,1,12,12
in,community,1,12,12
in,general,1,12,12
is,used,1,12,12
justification,for,1,12,12
law,that,1,12,12
of,young,1,12,12
process,that,1,12,12
school,of,1,12,12
that,an,2,24,12
the,chicago,1,12,12
the,communities,1,12,12
the,ways,1,12,12
to,regulate,1,12,12
failure,to,2,23,11.5
within,a,2,23,11.5
a,broad,1,11,11
a,collective,1,11,11
a,right,1,11,11
a,rule,1,11,11
agencies,have,1,11,11
also,to,1,11,11
and,consent,1,11,11
class,and,1,11,11
content,uploads,1,11,11
in,employment,1,11,11
individual,s,1,11,11
inner,city,1,11,11
law,of,1,11,11
laws,that,1,11,11
may,well,1,11,11
policing,has,1,11,11
potential,for,2,22,11
practice,of,1,11,11
protocols,and,1,11,11
reform,efforts,2,22,11
relationship,between,3,33,11
shift,in,1,11,11
systems,that,1,11,11
the,application,1,11,11
the,impact,2,22,11
the,nature,2,22,11
the,reform,1,11,11
this,data,1,11,11
to,facilitate,1,11,11
to,justify,1,11,11
to,obey,1,11,11
wp,content,1,11,11
importance,of,2,21,10.5
predictive,policing,6,63,10.5
american,communities,1,10,10
and,policies,1,10,10
assess,the,1,10,10
but,are,1,10,10
challenges,of,1,10,10
even,the,1,10,10
in,black,1,10,10
is,essential,1,10,10
it,officials,1,10,10
meaning,of,1,10,10
more,accurate,1,10,10
point,of,1,10,10
police,commissioner,1,10,10
police,is,1,10,10
police,work,1,10,10
practices,that,1,10,10
programs,are,1,10,10
racial,groups,1,10,10
rather,it,1,10,10
research,on,1,10,10
sense,that,1,10,10
system,in,1,10,10
that,most,1,10,10
the,era,1,10,10
the,opportunity,1,10,10
the,stop,1,10,10
to,access,1,10,10
travel,ban,1,10,10
views,of,1,10,10
york,s,1,10,10
the,racial,3,29,9.666666667
employees,and,2,19,9.5
the,importance,2,19,9.5
use,of,22,209,9.5
on,drugs,3,28,9.333333333
race,and,6,55,9.166666667
a,decision,1,9,9
and,latino,1,9,9
and,working,1,9,9
are,increasingly,1,9,9
avoid,the,1,9,9
be,more,2,18,9
come,to,2,18,9
consistent,with,2,18,9
data,a,1,9,9
day,to,1,9,9
especially,when,1,9,9
example,a,1,9,9
extended,to,1,9,9
focus,of,1,9,9
for,human,1,9,9
forms,of,4,36,9
high,crime,2,18,9
how,well,1,9,9
improving,the,1,9,9
in,how,1,9,9
in,real,1,9,9
least,in,1,9,9
more,important,1,9,9
of,transparency,1,9,9
over,time,1,9,9
p,d,1,9,9
planning,and,1,9,9
policing,but,1,9,9
question,and,1,9,9
racial,disparities,3,27,9
racial,minorities,1,9,9
risks,of,1,9,9
seeks,to,1,9,9
support,from,1,9,9
that,although,1,9,9
that,information,1,9,9
the,appropriate,1,9,9
the,culture,1,9,9
the,level,1,9,9
the,policy,5,45,9
the,seattle,1,9,9
thinking,about,2,18,9
through,which,1,9,9
to,community,1,9,9
to,confront,1,9,9
to,day,1,9,9
to,enable,1,9,9
to,social,1,9,9
to,whether,1,9,9
use,and,1,9,9
well,be,1,9,9
finding,that,3,26,8.666666667
s,at,3,26,8.666666667
the,future,5,43,8.6
