cruz,sentinel,1,20,20
mohler,s,1,14,14
by,michael,1,11,11
clara,university,2,22,11
police,service,1,11,11
p,and,1,10,10
police,organizations,7,64,9.142857143
an,international,1,9,9
chicago,university,1,9,9
structural,changes,1,9,9
cruz,police,5,41,8.2
private,policing,1,8,8
washington,dc,5,38,7.6
university,press,3,22,7.333333333
and,professional,1,7,7
and,santa,1,7,7
p,the,1,7,7
santacruzsentinel,com,1,7,7
standard,patrol,1,7,7
time,periods,1,7,7
dc,police,2,12,6
jose,mercury,1,6,6
more,time,1,6,6
national,movement,1,6,6
other,organizations,1,6,6
pressure,for,1,6,6
police,organization,7,41,5.857142857
police,practice,3,17,5.666666667
by,david,2,11,5.5
police,innovation,2,11,5.5
american,police,11,59,5.363636364
annals,of,1,5,5
braga,and,1,5,5
burglaries,and,2,10,5
community,partnership,1,5,5
contrasting,perspectives,1,5,5
in,encyclopedia,1,5,5
innovation,contrasting,1,5,5
months,and,1,5,5
nation,to,2,10,5
next,week,1,5,5
one,was,1,5,5
only,percent,1,5,5
only,police,1,5,5
public,police,1,5,5
s,program,1,5,5
stephen,baxter,1,5,5
story,a,1,5,5
t,happen,1,5,5
time,location,1,5,5
santa,cruz,22,105,4.772727273
and,times,2,9,4.5
service,delivery,2,9,4.5
the,structures,2,9,4.5
police,leaders,6,26,4.333333333
about,places,1,4,4
an,industry,1,4,4
an,innovation,1,4,4
and,tailor,1,4,4
and,try,1,4,4
as,highly,1,4,4
at,p,1,4,4
at,ucla,1,4,4
being,tried,1,4,4
break,in,1,4,4
burglary,for,1,4,4
calif,section,1,4,4
california,distributed,1,4,4
car,for,1,4,4
census,of,1,4,4
charge,he,1,4,4
city,said,1,4,4
computer,in,1,4,4
contra,costa,1,4,4
crime,predictions,1,4,4
he,wants,1,4,4
it,worked,1,4,4
knew,it,1,4,4
large,departments,2,8,4
malinowski,said,1,4,4
national,survey,1,4,4
new,statistical,1,4,4
not,random,1,4,4
often,use,1,4,4
or,car,1,4,4
organization,is,1,4,4
organizations,is,1,4,4
over,many,1,4,4
patrolling,a,1,4,4
police,predict,1,4,4
police,recently,1,4,4
pressures,to,1,4,4
professor,said,1,4,4
repertoire,of,1,4,4
samples,of,1,4,4
section,breaking,1,4,4
see,an,1,4,4
see,more,1,4,4
six,days,1,4,4
small,town,1,4,4
spikes,in,1,4,4
statistical,model,1,4,4
steal,from,1,4,4
stolen,vehicles,1,4,4
technological,innovations,1,4,4
technologies,may,1,4,4
the,sorts,1,4,4
their,patrols,1,4,4
there,because,1,4,4
time,date,1,4,4
to,consolidate,1,4,4
valley,calif,1,4,4
variation,among,1,4,4
vehicles,the,1,4,4
what,works,1,4,4
why,but,1,4,4
will,start,1,4,4
www,santacruzsentinel,1,4,4
michael,tonry,3,11,3.666666667
national,institute,5,18,3.6
cross,national,2,7,3.5
information,technologies,2,7,3.5
modern,policing,2,7,3.5
stephen,d,6,21,3.5
structures,and,8,25,3.125
a,trend,1,3,3
among,american,1,3,3
analyst,for,3,9,3
analyst,the,1,3,3
and,james,2,6,3
and,larger,1,3,3
and,lum,1,3,3
auto,thefts,1,3,3
bayley,the,1,3,3
beat,assignments,1,3,3
begun,in,1,3,3
burglaries,in,1,3,3
byline,stephen,1,3,3
carl,b,1,3,3
century,american,1,3,3
com,section,1,3,3
crime,byline,1,3,3
crimes,were,1,3,3
cultural,shift,1,3,3
departments,such,1,3,3
departments,with,2,6,3
dimensions,of,1,3,3
documents,san,1,3,3
executive,research,3,9,3
forces,that,1,3,3
fragmentation,of,1,3,3
friend,who,2,6,3
get,them,1,3,3
governance,in,1,3,3
group,loyalty,1,3,3
have,outstanding,1,3,3
have,profound,1,3,3
ideas,in,1,3,3
in,first,1,3,3
incentives,and,1,3,3
isolation,from,2,6,3
issues,for,1,3,3
its,success,1,3,3
