santa,cruz,sentinel,1,20,20
of,police,organizations,1,17,17
santa,clara,university,2,22,11
chicago,university,of,1,9,9
santa,cruz,police,5,41,8.2
predict,crime,and,1,8,8
and,santa,cruz,1,7,7
local,police,agencies,1,7,7
i,think,the,1,6,6
jose,mercury,news,1,6,6
law,and,society,1,6,6
on,property,crimes,1,6,6
policing,in,an,1,6,6
predict,where,and,1,6,6
san,jose,mercury,1,6,6
the,police,culture,1,6,6
the,structures,and,1,6,6
cruz,police,department,2,11,5.5
as,the,city,1,5,5
case,studies,of,1,5,5
clara,university,and,1,5,5
effects,of,police,1,5,5
in,encyclopedia,of,1,5,5
innovation,contrasting,perspectives,1,5,5
local,police,in,1,5,5
of,information,technology,1,5,5
police,innovation,contrasting,1,5,5
police,practice,and,1,5,5
so,that,a,1,5,5
varieties,of,police,1,5,5
with,or,more,1,5,5
agency,in,the,1,4,4
and,try,to,1,4,4
are,more,efficient,1,4,4
at,a,home,1,4,4
at,p,m,1,4,4
be,the,first,1,4,4
calif,section,state,1,4,4
california,distributed,by,1,4,4
city,s,data,1,4,4
compstat,and,other,1,4,4
computer,program,that,1,4,4
data,from,to,1,4,4
date,and,location,1,4,4
department,said,he,1,4,4
doesn,t,happen,1,4,4
for,instance,and,1,4,4
happen,in,the,1,4,4
he,is,doing,1,4,4
he,wants,to,1,4,4
in,police,organizations,1,4,4
in,the,fall,1,4,4
is,mapping,the,1,4,4
is,the,key,1,4,4
not,to,arrest,1,4,4
of,police,strategies,2,8,4
of,reported,crime,1,4,4
officer,is,driving,1,4,4
on,the,belief,1,4,4
past,crime,data,1,4,4
poised,to,be,1,4,4
police,agencies,have,1,4,4
police,department,said,1,4,4
said,we,re,1,4,4
satisfaction,with,police,1,4,4
the,capacity,of,1,4,4
the,city,said,1,4,4
the,crime,is,1,4,4
the,program,which,1,4,4
the,santa,clara,1,4,4
the,sorts,of,1,4,4
time,date,and,1,4,4
to,arrest,more,1,4,4
use,a,new,1,4,4
we,re,the,1,4,4
will,decide,how,1,4,4
with,enough,data,1,4,4
www,santacruzsentinel,com,1,4,4
years,of,crime,2,8,4
national,institute,of,5,18,3.6
community,and,problem,2,7,3.5
