in,domestic,violence,1,32,32
domestic,violence,victims,1,26,26
criminal,law,reform,1,24,24
domestic,violence,cases,1,20,20
a,restraining,order,1,18,18
for,court,innovation,1,17,17
santa,cruz,sentinel,1,17,17
chief,william,bratton,1,16,16
evidence,based,policing,2,31,15.5
an,order,maintenance,1,15,15
enforcement,agency,in,1,15,15
the,lapd,and,1,15,15
to,save,money,1,15,15
agency,in,the,1,14,14
by,the,lapd,1,14,14
criminal,courts,and,1,14,14
department,in,the,1,14,14
to,take,on,1,14,14
be,a,good,1,13,13
ctr,for,court,1,13,13
had,been,in,1,13,13
i,believe,it,1,13,13
model,rules,of,1,13,13
the,department,for,1,13,13
the,great,recession,1,13,13
the,job,training,1,13,13
a,lot,more,1,12,12
be,up,to,1,12,12
by,the,los,1,12,12
department,where,he,1,12,12
need,to,get,1,12,12
rise,of,evidence,1,12,12
said,los,angeles,1,12,12
said,this,is,1,12,12
to,domestic,violence,1,12,12
unless,and,until,1,12,12
who,would,not,1,12,12
a,crime,but,1,11,11
a,former,marine,1,11,11
a,fresh,perspective,1,11,11
a,private,contractor,1,11,11
afford,bail,and,1,11,11
and,holds,a,1,11,11
and,served,as,1,11,11
and,the,command,1,11,11
any,other,law,1,11,11
arrests,are,made,1,11,11
budget,and,personnel,1,11,11
credibility,to,the,1,11,11
crime,levels,in,1,11,11
criminal,law,professor,1,11,11
days,before,the,1,11,11
department,s,budget,1,11,11
departments,as,well,1,11,11
for,los,angeles,1,11,11
former,marine,who,1,11,11
given,too,much,1,11,11
has,the,largest,1,11,11
haven,t,been,1,11,11
he,should,be,1,11,11
how,it,works,1,11,11
in,patrol,cars,1,11,11
intimate,partner,violence,1,11,11
is,legal,and,1,11,11
is,unacceptable,and,1,11,11
issues,that,confront,1,11,11
it,ll,be,1,11,11
jury,verdicts,and,1,11,11
last,year,in,1,11,11
law,professor,said,1,11,11
lead,the,department,1,11,11
master,s,degree,1,11,11
not,the,time,1,11,11
obstruction,of,justice,1,11,11
of,the,line,1,11,11
of,the,sheriff,2,22,11
on,june,the,1,11,11
on,what,was,1,11,11
organization,that,could,1,11,11
people,of,the,1,11,11
s,department,has,1,11,11
sheriff,lee,baca,1,11,11
state,attorney,general,1,11,11
take,on,the,1,11,11
that,is,critical,1,11,11
the,changes,the,1,11,11
the,lowest,crime,1,11,11
the,most,impressive,1,11,11
the,reforms,are,1,11,11
the,tone,and,1,11,11
the,vera,institute,1,11,11
they,already,have,1,11,11
time,to,become,1,11,11
to,afford,bail,1,11,11
to,increase,transparency,1,11,11
to,lead,the,1,11,11
to,look,into,1,11,11
to,see,some,1,11,11
to,the,organization,1,11,11
vast,network,of,1,11,11
violated,the,law,1,11,11
where,crimes,are,1,11,11
will,force,a,1,11,11
world,with,a,1,11,11
would,face,a,1,11,11
of,evidence,based,3,31,10.33333333
domestic,violence,and,1,10,10
england,and,wales,1,10,10
officers,and,detectives,1,10,10
predictive,policing,model,2,20,10
a,systematic,review,1,9,9
at,the,los,3,27,9
at,the,scene,1,9,9
chicago,university,of,1,9,9
cir,united,states,1,9,9
jail,or,prison,1,9,9
opt,out,of,1,9,9
slobogin,supra,note,1,9,9
solove,supra,note,1,9,9
the,next,crime,1,9,9
the,victim,s,2,18,9
a,domestic,violence,2,17,8.5
fourth,amendment,analysis,2,17,8.5
of,mental,health,2,17,8.5
sheriff,s,department,16,136,8.5
about,half,of,2,16,8
and,santa,cruz,1,8,8
camargo,f,d,1,8,8
courts,and,the,1,8,8
criminal,courts,are,1,8,8
cruz,police,department,2,16,8
government,s,use,1,8,8
in,england,and,1,8,8
informant,s,tip,1,8,8
mental,health,and,1,8,8
model,is,that,1,8,8
montero,camargo,f,1,8,8
of,the,tip,1,8,8
of,the,victim,2,16,8
reasonable,suspicion,for,1,8,8
sentencing,and,corrections,1,8,8
states,v,wright,1,8,8
targeting,testing,and,1,8,8
testing,and,tracking,1,8,8
the,area,was,1,8,8
the,mentally,ill,1,8,8
the,public,defender,1,8,8
to,test,the,1,8,8
to,the,scene,1,8,8
the,united,kingdom,3,23,7.666666667
it,s,been,2,15,7.5
the,position,of,2,15,7.5
the,county,to,3,22,7.333333333
a,particular,block,1,7,7
along,with,other,1,7,7
an,opportunity,for,2,14,7
angeles,and,santa,1,7,7
decision,about,whether,1,7,7
finding,that,the,1,7,7
for,violent,crimes,1,7,7
id,at,a,1,7,7
in,the,judgment,2,14,7
law,enforcement,personnel,2,14,7
length,words,the,2,14,7
n,justice,scalia,1,7,7
percent,drop,in,1,7,7
percent,reduction,in,1,7,7
randomized,controlled,trial,1,7,7
reasonable,suspicion,determination,1,7,7
safest,big,city,1,7,7
that,the,predictive,1,7,7
thomas,j,concurring,1,7,7
u,s,s,1,7,7
work,of,the,2,14,7
wright,f,d,1,7,7
be,done,in,2,13,6.5
for,a,long,2,13,6.5
for,on,the,2,13,6.5
i,ve,been,2,13,6.5
law,enforcement,agency,6,39,6.5
more,than,any,2,13,6.5
of,the,courts,2,13,6.5
right,to,anonymity,2,13,6.5
the,predictive,value,2,13,6.5
the,time,to,2,13,6.5
the,sheriff,s,13,83,6.384615385
the,n,y,3,19,6.333333333
a,search,n,1,6,6
an,assistant,professor,1,6,6
and,basis,of,1,6,6
and,there,is,1,6,6
any,more,than,2,12,6
at,emphasis,added,1,6,6
at,n,wardlow,1,6,6
at,scalia,j,1,6,6
basis,of,knowledge,2,12,6
been,convicted,of,2,12,6
com,sept,http,1,6,6
concurring,in,the,2,12,6
criminal,courts,to,1,6,6
documents,pasadena,star,1,6,6
existing,fourth,amendment,1,6,6
for,property,crimes,1,6,6
how,much,the,2,12,6
in,space,and,1,6,6
jose,mercury,news,1,6,6
justice,and,social,1,6,6
l,rev,citing,1,6,6
n,footnotes,n,1,6,6
n,see,berman,1,6,6
n,the,government,1,6,6
n,y,p,3,18,6
near,repeat,theory,1,6,6
new,york,chicago,2,12,6
news,pg,length,1,6,6
of,documents,pasadena,1,6,6
of,documents,san,1,6,6
of,local,government,1,6,6
of,prof,l,1,6,6
on,low,level,1,6,6
on,public,safety,1,6,6
on,the,crime,1,6,6
pasadena,star,news,1,6,6
predictive,crime,fighting,1,6,6
predictive,policing,a,1,6,6
predictive,value,of,2,12,6
probability,of,criminal,1,6,6
prof,l,conduct,1,6,6
result,of,a,1,6,6
rules,of,prof,1,6,6
said,the,system,1,6,6
san,jose,mercury,1,6,6
section,news,pg,1,6,6
she,said,it,2,12,6
star,news,california,1,6,6
states,v,knotts,1,6,6
the,company,that,1,6,6
the,edge,of,2,12,6
they,can,t,1,6,6
this,article,s,1,6,6
to,remain,anonymous,1,6,6
to,shift,the,1,6,6
toward,law,enforcement,2,12,6
v,wright,f,1,6,6
violent,crime,rate,1,6,6
we,are,concerned,1,6,6
which,the,supreme,1,6,6
y,p,d,3,18,6
los,angeles,county,9,51,5.666666667
a,budget,of,2,11,5.5
a,year,veteran,2,11,5.5
able,to,afford,2,11,5.5
an,informant,s,2,11,5.5
angeles,county,sheriff,4,22,5.5
are,made,by,2,11,5.5
cmty,oriented,policing,2,11,5.5
from,the,fbi,2,11,5.5
from,the,los,2,11,5.5
going,to,see,2,11,5.5
he,added,that,2,11,5.5
i,have,no,2,11,5.5
in,office,and,2,11,5.5
is,critical,for,2,11,5.5
long,beach,police,2,11,5.5
loyola,law,school,2,11,5.5
more,than,they,2,11,5.5
of,his,career,2,11,5.5
of,the,previous,2,11,5.5
people,would,be,2,11,5.5
santa,clara,university,2,11,5.5
the,blue,ribbon,2,11,5.5
the,command,staff,2,11,5.5
the,failings,of,2,11,5.5
the,transformation,of,2,11,5.5
they,had,a,2,11,5.5
to,win,the,2,11,5.5
york,chicago,and,2,11,5.5
of,domestic,violence,8,42,5.25
santa,cruz,police,5,26,5.2
the,santa,cruz,6,31,5.166666667
a,control,group,1,5,5
a,drug,courier,2,10,5
a,known,informant,1,5,5
a,problem,solving,1,5,5
a,profile,of,1,5,5
a,randomized,controlled,1,5,5
a,vice,president,1,5,5
agencies,including,the,1,5,5
american,society,of,1,5,5
area,as,a,1,5,5
areas,of,heightened,1,5,5
at,this,time,1,5,5
be,useful,for,1,5,5
big,city,in,1,5,5
bits,of,data,1,5,5
bonner,f,d,1,5,5
both,crime,and,1,5,5
both,sides,of,1,5,5
bowers,johnson,supra,2,10,5
by,the,number,1,5,5
cent,drop,in,1,5,5
choose,not,to,1,5,5
contra,costa,times,1,5,5
criminal,activity,this,1,5,5
deals,with,probabilities,1,5,5
domain,awareness,system,2,10,5
draper,v,united,1,5,5
few,years,ago,1,5,5
first,amendment,n,1,5,5
fourth,amendment,of,1,5,5
has,set,a,1,5,5
have,been,tested,1,5,5
heightened,criminal,activity,1,5,5
hot,spots,in,1,5,5
however,is,that,1,5,5
improve,public,safety,1,5,5
in,its,infancy,1,5,5
in,jail,n,1,5,5
in,property,crimes,1,5,5
in,the,prosecution,1,5,5
in,the,relationship,1,5,5
independent,print,ltd,1,5,5
is,still,in,1,5,5
is,to,identify,1,5,5
it,also,has,1,5,5
justice,system,because,1,5,5
justify,reasonable,suspicion,1,5,5
know,that,s,1,5,5
known,as,predictive,1,5,5
law,and,criminology,1,5,5
logic,of,the,1,5,5
may,make,it,1,5,5
n,id,citing,1,5,5
n,see,johnson,1,5,5
n,wardlow,u,3,15,5
number,of,crimes,1,5,5
of,criminal,behavior,1,5,5
of,heightened,criminal,1,5,5
of,professional,conduct,2,10,5
of,risk,assessment,1,5,5
of,santa,cruz,2,10,5
of,social,order,1,5,5
of,the,key,1,5,5
of,the,us,1,5,5
ohio,ct,app,1,5,5
other,cities,in,1,5,5
our,ability,to,1,5,5
out,of,court,1,5,5
overruled,in,part,1,5,5
parole,or,probation,1,5,5
past,crime,data,1,5,5
per,cent,drop,1,5,5
person,of,interest,1,5,5
police,leaders,and,1,5,5
police,on,patrol,1,5,5
policing,is,still,1,5,5
policing,on,the,1,5,5
predictive,policing,on,1,5,5
predpol,http,www,1,5,5
raised,concerns,about,1,5,5
rather,than,in,1,5,5
reason,for,the,1,5,5
reasonable,suspicion,must,1,5,5
reduction,in,crime,1,5,5
relation,to,the,1,5,5
san,gabriel,valley,1,5,5
set,in,motion,1,5,5
still,in,its,1,5,5
take,for,granted,1,5,5
technology,could,be,1,5,5
that,the,technology,1,5,5
the,commission,s,1,5,5
the,criminal,system,1,5,5
the,drug,courier,1,5,5
the,drug,court,1,5,5
the,evidence,on,1,5,5
the,prediction,of,1,5,5
the,support,of,1,5,5
this,line,of,1,5,5
